,index_code,con_code,in_date,out_date,is_new
0,850344.SI,000584.SZ,20070703,20080602,N
1,850344.SI,000782.SZ,19970619,20211210,N
2,850344.SI,002064.SZ,20070703,20080602,N
3,850344.SI,002246.SZ,20080616,20110930,N
4,850344.SI,300384.SZ,20180716,20190705,N
5,850344.SI,300699.SZ,20170908,20211210,N
6,850344.SI,300777.SZ,20190523,20211210,N
7,850344.SI,300876.SZ,20200831,20211210,N
8,850344.SI,600763.SH,20020508,20070702,N
9,850344.SI,600810.SH,19940106,20080602,N
10,850344.SI,600810.SH,20111010,20211210,N
11,850344.SI,601113.SH,20110516,20190705,N
12,850344.SI,603055.SH,20170928,20180918,N
13,850344.SI,605166.SH,20200629,20211210,N
0,850345.SI,000584.SZ,20080603,20180713,N
1,850345.SI,002064.SZ,20080603,20211210,N
2,850345.SI,002254.SZ,20080703,20211210,N
0,850351.SI,000156.SZ,20000906,20060412,N
1,850351.SI,000407.SZ,19960703,20140701,N
2,850351.SI,000665.SZ,19961210,20100601,N
3,850351.SI,000838.SZ,20070703,20090601,N
4,850351.SI,000859.SZ,19981119,20211210,N
5,850351.SI,000973.SZ,20000525,20211210,N
6,850351.SI,002002.SZ,20040625,20170630,N
7,850351.SI,002108.SZ,20070201,,Y
8,850351.SI,002243.SZ,20080605,20110930,N
9,850351.SI,002263.SZ,20080805,20110930,N
10,850351.SI,002263.SZ,20150701,20151102,N
11,850351.SI,002263.SZ,20160219,20211210,N
12,850351.SI,002324.SZ,20091228,20110930,N
13,850351.SI,002343.SZ,20100203,20110930,N
14,850351.SI,002382.SZ,20100413,20190121,N
15,850351.SI,002395.SZ,20100510,20110930,N
16,850351.SI,002395.SZ,20170703,20211210,N
17,850351.SI,002450.SZ,20100726,20200709,N
18,850351.SI,002464.SZ,20100908,20170630,N
19,850351.SI,002825.SZ,20170703,,Y
20,850351.SI,300180.SZ,20110302,20110930,N
21,850351.SI,300180.SZ,20211213,,Y
22,850351.SI,300214.SZ,20110518,20110930,N
23,850351.SI,300214.SZ,20211213,20220729,N
24,850351.SI,300218.SZ,20110524,20110930,N
25,850351.SI,300218.SZ,20211213,,Y
26,850351.SI,300221.SZ,20110601,20110930,N
27,850351.SI,300230.SZ,20110622,,Y
28,850351.SI,300243.SZ,20211213,,Y
29,850351.SI,300305.SZ,20120411,20211210,N
30,850351.SI,300325.SZ,20120608,20220606,N
31,850351.SI,300478.SZ,20150617,20211210,N
32,850351.SI,300539.SZ,20170703,,Y
33,850351.SI,300586.SZ,20170703,20211210,N
34,850351.SI,300596.SZ,20211213,20220729,N
35,850351.SI,300610.SZ,20211213,20220729,N
36,850351.SI,300717.SZ,20171113,,Y
37,850351.SI,300905.SZ,20201112,20211210,N
38,850351.SI,300920.SZ,20210104,,Y
39,850351.SI,300980.SZ,20210428,,Y
40,850351.SI,301019.SZ,20210705,,Y
41,850351.SI,301090.SZ,20220801,,Y
42,850351.SI,301196.SZ,20220118,,Y
43,850351.SI,301216.SZ,20220801,,Y
44,850351.SI,600074.SH,19970623,20150313,N
45,850351.SI,600074.SH,20150318,20150331,N
46,850351.SI,600075.SH,19970617,20080602,N
47,850351.SI,600143.SH,20040623,20110930,N
48,850351.SI,600146.SH,20160701,20170630,N
49,850351.SI,600155.SH,19980918,20170630,N
50,850351.SI,600260.SH,20000706,20140701,N
51,850351.SI,600444.SH,20040219,20170630,N
52,850351.SI,600481.SH,20080603,20110930,N
53,850351.SI,600589.SH,20211213,20231228,N
54,850351.SI,600589.SH,20240102,,Y
55,850351.SI,601208.SH,20110527,20211210,N
56,850351.SI,603010.SH,20211213,20220729,N
57,850351.SI,603150.SH,20220207,,Y
58,850351.SI,603181.SH,20211213,20220729,N
59,850351.SI,603266.SH,20170117,20220222,N
60,850351.SI,603330.SH,20211213,,Y
61,850351.SI,603580.SH,20170605,,Y
62,850351.SI,603615.SH,20180716,20211210,N
63,850351.SI,603722.SH,20211213,20220729,N
64,850351.SI,603991.SH,20170315,,Y
65,850351.SI,605008.SH,20200828,,Y
66,850351.SI,605488.SH,20210520,20220729,N
67,850351.SI,688087.SH,20230925,,Y
0,850353.SI,002324.SZ,20111010,,Y
1,850353.SI,002768.SZ,20150707,,Y
2,850353.SI,002838.SZ,20170113,,Y
3,850353.SI,002886.SZ,20170704,,Y
4,850353.SI,300221.SZ,20111010,,Y
5,850353.SI,300478.SZ,20211213,,Y
6,850353.SI,300538.SZ,20180716,,Y
7,850353.SI,300586.SZ,20170111,20170630,N
8,850353.SI,300586.SZ,20211213,,Y
9,850353.SI,300644.SZ,20180213,,Y
10,850353.SI,300716.SZ,20171116,,Y
11,850353.SI,300834.SZ,20220801,,Y
12,850353.SI,300995.SZ,20210602,,Y
13,850353.SI,301003.SZ,20210623,,Y
14,850353.SI,301131.SZ,20220321,,Y
15,850353.SI,600143.SH,20111010,20120228,N
16,850353.SI,600143.SH,20120301,,Y
17,850353.SI,688203.SH,20230925,,Y
18,850353.SI,688219.SH,20230925,,Y
19,850353.SI,688669.SH,20230925,,Y
0,850354.SI,001255.SZ,20221014,,Y
1,850354.SI,001333.SZ,20221215,,Y
2,850354.SI,002361.SZ,20100310,,Y
3,850354.SI,002395.SZ,20100507,,Y
4,850354.SI,300487.SZ,20150709,,Y
5,850354.SI,300834.SZ,20220120,20220729,N
6,850354.SI,301092.SZ,20211109,,Y
7,850354.SI,301395.SZ,20230710,,Y
8,850354.SI,301555.SZ,20231107,,Y
9,850354.SI,603879.SH,20170621,,Y
10,850354.SI,603928.SH,20161219,,Y
11,850354.SI,605589.SH,20210817,,Y
12,850354.SI,688585.SH,20230925,,Y
13,850354.SI,688716.SH,20230927,,Y
0,850355.SI,000859.SZ,19991230,,Y
1,850355.SI,000920.SZ,20220801,,Y
2,850355.SI,000973.SZ,20000601,,Y
3,850355.SI,001378.SZ,20231106,,Y
4,850355.SI,002263.SZ,20080804,,Y
5,850355.SI,002341.SZ,20100129,,Y
6,850355.SI,002522.SZ,20101217,,Y
7,850355.SI,002585.SZ,20110610,,Y
8,850355.SI,002632.SZ,20111129,,Y
9,850355.SI,300305.SZ,20120410,,Y
10,850355.SI,300806.SZ,20191202,,Y
11,850355.SI,301237.SZ,20220330,,Y
12,850355.SI,600135.SH,19991230,,Y
13,850355.SI,601208.SH,20110527,,Y
14,850355.SI,605488.SH,20220801,,Y
15,850355.SI,688323.SH,20230925,,Y
16,850355.SI,688386.SH,20230925,,Y
17,850355.SI,688718.SH,20230925,,Y
0,850362.SI,002224.SZ,20080603,,Y
1,850362.SI,002381.SZ,20100413,,Y
2,850362.SI,300031.SZ,20100105,20170630,N
3,850362.SI,300121.SZ,20100930,20211210,N
4,850362.SI,300320.SZ,20120608,,Y
5,850362.SI,300539.SZ,20160906,20170630,N
6,850362.SI,300587.SZ,20170112,,Y
7,850362.SI,300731.SZ,20190708,,Y
8,850362.SI,300767.SZ,20190408,,Y
9,850362.SI,301459.SZ,20231220,,Y
10,850362.SI,600458.SH,20080603,20090601,N
11,850362.SI,600656.SH,20080804,20110930,N
12,850362.SI,603033.SH,20161214,,Y
13,850362.SI,603615.SH,20170220,20180713,N
14,850362.SI,603650.SH,20180704,20190705,N
0,850363.SI,000861.SZ,20111010,20120629,N
1,850363.SI,001207.SZ,20210630,,Y
2,850363.SI,002068.SZ,20111010,,Y
3,850363.SI,002442.SZ,20111010,,Y
4,850363.SI,002753.SZ,20150526,,Y
5,850363.SI,300108.SZ,20111010,20170630,N
6,850363.SI,301300.SZ,20220826,,Y
7,850363.SI,605183.SH,20201214,,Y
0,850331.SI,000059.SZ,19970130,20100601,N
1,850331.SI,000155.SZ,20000926,20160506,N
2,850331.SI,000422.SZ,19960815,20170630,N
3,850331.SI,000422.SZ,20220801,,Y
4,850331.SI,000731.SZ,19970617,,Y
5,850331.SI,000830.SZ,19980807,20211210,N
6,850331.SI,000912.SZ,19990603,,Y
7,850331.SI,000950.SZ,20070703,20170508,N
8,850331.SI,000950.SZ,20180829,20190705,N
9,850331.SI,000953.SZ,19991202,20220729,N
10,850331.SI,002109.SZ,20070213,20080602,N
11,850331.SI,002113.SZ,20070216,20130628,N
12,850331.SI,002170.SZ,20070927,20110930,N
13,850331.SI,002274.SZ,20081010,20110930,N
14,850331.SI,002470.SZ,20100916,20110930,N
15,850331.SI,002539.SZ,20110215,20110930,N
16,850331.SI,002556.SZ,20111010,20211210,N
17,850331.SI,002588.SZ,20110617,20110930,N
18,850331.SI,600096.SH,19970709,20170630,N
19,850331.SI,600227.SH,20000221,20170630,N
20,850331.SI,600227.SH,20220801,,Y
21,850331.SI,600228.SH,19990119,20160630,N
22,850331.SI,600230.SH,20000406,20110930,N
23,850331.SI,600423.SH,20030717,20181217,N
24,850331.SI,600423.SH,20200421,,Y
25,850331.SI,600426.SH,20020620,20211210,N
26,850331.SI,600426.SH,20220801,,Y
27,850331.SI,600691.SH,20130701,,Y
0,850332.SI,002018.SZ,20140702,20170630,N
1,850332.SI,002312.SZ,20211213,,Y
2,850332.SI,002538.SZ,20110215,20110930,N
3,850332.SI,002895.SZ,20211213,,Y
4,850332.SI,300505.SZ,20211213,,Y
5,850332.SI,600078.SH,20211213,,Y
6,850332.SI,600096.SH,20170703,,Y
7,850332.SI,600141.SH,20211213,,Y
8,850332.SI,600331.SH,20011220,20050630,N
9,850332.SI,600331.SH,20220801,,Y
10,850332.SI,600470.SH,20040305,,Y
11,850332.SI,600727.SH,19960702,20100525,N
12,850332.SI,600727.SH,20110819,20211210,N
13,850332.SI,603077.SH,20220801,,Y
0,850333.SI,000407.SZ,20140702,20160630,N
1,850333.SI,000525.SZ,19931028,,Y
2,850333.SI,000553.SZ,19931203,,Y
3,850333.SI,000732.SZ,19970704,20070511,N
4,850333.SI,000732.SZ,20101011,20110930,N
5,850333.SI,000950.SZ,19990916,20070702,N
6,850333.SI,001231.SZ,20220826,,Y
7,850333.SI,002004.SZ,20120702,20211210,N
8,850333.SI,002018.SZ,20040713,20140701,N
9,850333.SI,002215.SZ,20080226,,Y
10,850333.SI,002250.SZ,20080627,,Y
11,850333.SI,002258.SZ,20080716,,Y
12,850333.SI,002391.SZ,20100426,,Y
13,850333.SI,002411.SZ,20100602,20160630,N
14,850333.SI,002496.SZ,20101117,,Y
15,850333.SI,002513.SZ,20101213,,Y
16,850333.SI,002734.SZ,20150203,,Y
17,850333.SI,002749.SZ,20150327,,Y
18,850333.SI,002942.SZ,20181212,,Y
19,850333.SI,003042.SZ,20210413,,Y
20,850333.SI,300261.SZ,20170703,,Y
21,850333.SI,300575.SZ,20161227,,Y
22,850333.SI,300796.SZ,20191218,,Y
23,850333.SI,300804.SZ,20230704,,Y
24,850333.SI,301035.SZ,20210804,,Y
25,850333.SI,600181.SH,19980928,20060517,N
26,850333.SI,600389.SH,20010110,,Y
27,850333.SI,600486.SH,20020425,,Y
28,850333.SI,600500.SH,20140221,20180713,N
29,850333.SI,600532.SH,20021031,20110930,N
30,850333.SI,600538.SH,20120702,20170630,N
31,850333.SI,600596.SH,20010906,20190705,N
32,850333.SI,600596.SH,20230706,,Y
33,850333.SI,600731.SH,19960802,,Y
34,850333.SI,600796.SH,20211213,20220729,N
35,850333.SI,600803.SH,20111010,20170630,N
36,850333.SI,600882.SH,19951206,20110930,N
37,850333.SI,603086.SH,20170518,,Y
38,850333.SI,603360.SH,20170213,,Y
39,850333.SI,603585.SH,20161221,,Y
40,850333.SI,603599.SH,20150520,,Y
41,850333.SI,603639.SH,20170119,,Y
42,850333.SI,603810.SH,20180925,,Y
43,850333.SI,603970.SH,20171123,,Y
44,850333.SI,605033.SH,20210927,,Y
0,850336.SI,000408.SZ,20180716,20211210,N
1,850336.SI,000578.SZ,20090602,20110322,N
2,850336.SI,000792.SZ,19970904,20200330,N
3,850336.SI,000792.SZ,20200401,20200521,N
4,850336.SI,000792.SZ,20210811,20211210,N
5,850336.SI,000839.SZ,20090602,20120629,N
6,850336.SI,000893.SZ,20190708,20211210,N
7,850336.SI,002545.SZ,20190708,20211210,N
8,850336.SI,600251.SH,20080603,20150630,N
9,850336.SI,600251.SH,20151103,20160630,N
0,850381.SI,000902.SZ,20150604,,Y
1,850381.SI,002170.SZ,20111010,,Y
2,850381.SI,002274.SZ,20111010,20220729,N
3,850381.SI,002470.SZ,20111010,,Y
4,850381.SI,002538.SZ,20111010,,Y
5,850381.SI,002539.SZ,20111010,,Y
6,850381.SI,002588.SZ,20111010,,Y
7,850381.SI,002999.SZ,20200910,,Y
8,850381.SI,300387.SZ,20211213,,Y
0,850523.SI,000511.SZ,20140702,20170704,N
1,850523.SI,000519.SZ,20150701,20170630,N
2,850523.SI,000928.SZ,20111010,20150630,N
3,850523.SI,001296.SZ,20211231,,Y
4,850523.SI,002130.SZ,20111010,20211210,N
5,850523.SI,300395.SZ,20141201,20211210,N
6,850523.SI,300489.SZ,20150708,20190705,N
7,850523.SI,300666.SZ,20170622,20190705,N
8,850523.SI,300706.SZ,20171010,20190705,N
9,850523.SI,300731.SZ,20171215,20190705,N
10,850523.SI,301071.SZ,20211213,,Y
11,850523.SI,600206.SH,20160701,20211210,N
12,850523.SI,600516.SH,20111010,20211210,N
13,850523.SI,603260.SH,20171106,20220729,N
14,850523.SI,603612.SH,20170725,,Y
15,850523.SI,603688.SH,20141107,,Y
16,850523.SI,603826.SH,20170421,,Y
17,850523.SI,605086.SH,20211213,,Y
18,850523.SI,688300.SH,20230925,,Y
0,850442.SI,000709.SZ,19991230,,Y
1,850442.SI,000761.SZ,19991230,,Y
2,850442.SI,000898.SZ,19991230,,Y
3,850442.SI,000932.SZ,19991230,,Y
4,850442.SI,000959.SZ,19991230,,Y
5,850442.SI,600010.SH,20010316,,Y
6,850442.SI,600019.SH,20001219,,Y
7,850442.SI,600022.SH,20040706,,Y
8,850442.SI,600126.SH,19991230,,Y
9,850442.SI,600282.SH,20000926,,Y
10,850442.SI,600307.SH,20001227,,Y
11,850442.SI,600569.SH,20010827,,Y
12,850442.SI,600581.SH,20020823,,Y
13,850442.SI,600782.SH,19991230,,Y
14,850442.SI,600808.SH,19991230,,Y
15,850442.SI,601003.SH,20070306,,Y
16,850442.SI,601005.SH,20070307,,Y
17,850442.SI,605158.SH,20200812,20230705,N
0,850521.SI,000506.SZ,19930312,20070521,N
1,850521.SI,000633.SZ,20160701,,Y
2,850521.SI,000795.SZ,20070703,20080602,N
3,850521.SI,000928.SZ,20070703,20110930,N
4,850521.SI,000962.SZ,20000120,20211210,N
5,850521.SI,000969.SZ,20000529,20080602,N
6,850521.SI,000969.SZ,20111010,,Y
7,850521.SI,000970.SZ,20000420,20080602,N
8,850521.SI,002056.SZ,20070703,20080602,N
9,850521.SI,002057.SZ,20070703,20080602,N
10,850521.SI,002136.SZ,20070607,20080602,N
11,850521.SI,002149.SZ,20070820,20190705,N
12,850521.SI,002182.SZ,20071121,20211210,N
13,850521.SI,002297.SZ,20091015,20110930,N
14,850521.SI,002340.SZ,20100201,20211210,N
15,850521.SI,300428.SZ,20150326,20190705,N
16,850521.SI,300489.SZ,20190708,20211210,N
17,850521.SI,300855.SZ,20200730,,Y
18,850521.SI,300930.SZ,20210128,,Y
19,850521.SI,300963.SZ,20210416,,Y
20,850521.SI,600110.SH,19971007,20080602,N
21,850521.SI,600111.SH,19970924,20080602,N
22,850521.SI,600114.SH,20140211,20211210,N
23,850521.SI,600255.SH,20001122,20090601,N
24,850521.SI,600255.SH,20211213,,Y
25,850521.SI,600330.SH,20010118,20080602,N
26,850521.SI,600366.SH,20001030,20080602,N
27,850521.SI,600390.SH,20010115,20080602,N
28,850521.SI,600458.SH,20021219,20080602,N
29,850521.SI,600459.SH,20030516,20070702,N
30,850521.SI,600478.SH,20030918,20170630,N
31,850521.SI,600516.SH,20020830,20090601,N
32,850521.SI,600525.SH,20021202,20080602,N
33,850521.SI,600614.SH,20160701,20200716,N
34,850521.SI,600615.SH,20170703,20211210,N
35,850521.SI,600980.SH,20040512,20080602,N
36,850521.SI,601137.SH,20211213,,Y
37,850521.SI,603045.SH,20180524,,Y
38,850521.SI,603978.SH,20170814,,Y
39,850521.SI,605158.SH,20230706,,Y
40,850521.SI,688102.SH,20230925,,Y
41,850521.SI,688190.SH,20230925,,Y
42,850521.SI,688231.SH,20230925,,Y
43,850521.SI,688456.SH,20230925,,Y
0,850522.SI,000795.SZ,20080603,,Y
1,850522.SI,000969.SZ,20080603,20110930,N
2,850522.SI,000970.SZ,20080603,20090601,N
3,850522.SI,000970.SZ,20100602,,Y
4,850522.SI,002056.SZ,20080603,20090601,N
5,850522.SI,002056.SZ,20190708,20230705,N
6,850522.SI,002057.SZ,20080603,20230705,N
7,850522.SI,002600.SZ,20110722,20180713,N
8,850522.SI,300127.SZ,20101021,,Y
9,850522.SI,300224.SZ,20110608,,Y
10,850522.SI,300748.SZ,20181008,,Y
11,850522.SI,300811.SZ,20200107,,Y
12,850522.SI,300835.SZ,20200601,,Y
13,850522.SI,301141.SZ,20230411,,Y
14,850522.SI,301323.SZ,20230613,,Y
15,850522.SI,600330.SH,20080603,20211210,N
16,850522.SI,600366.SH,20080603,20090601,N
17,850522.SI,600366.SH,20100602,,Y
18,850522.SI,600390.SH,20080603,20170630,N
19,850522.SI,600980.SH,20080603,,Y
20,850522.SI,688077.SH,20230925,,Y
21,850522.SI,688786.SH,20230925,,Y
0,850551.SI,000612.SZ,20140221,,Y
1,850551.SI,000807.SZ,20140221,,Y
2,850551.SI,000933.SZ,20160701,,Y
3,850551.SI,002082.SZ,20211213,20220729,N
4,850551.SI,002160.SZ,20140221,,Y
5,850551.SI,002379.SZ,20140221,,Y
6,850551.SI,002501.SZ,20140221,20201230,N
7,850551.SI,002501.SZ,20210104,,Y
8,850551.SI,002532.SZ,20211213,,Y
9,850551.SI,002540.SZ,20140221,,Y
10,850551.SI,002578.SZ,20140221,,Y
11,850551.SI,002806.SZ,20160802,20230705,N
12,850551.SI,002824.SZ,20170119,,Y
13,850551.SI,002988.SZ,20200525,,Y
14,850551.SI,002996.SZ,20200904,,Y
15,850551.SI,003038.SZ,20210224,,Y
16,850551.SI,300057.SZ,20211213,,Y
17,850551.SI,300328.SZ,20180716,20211210,N
18,850551.SI,300328.SZ,20220801,,Y
19,850551.SI,300337.SZ,20140221,,Y
20,850551.SI,300489.SZ,20211213,20220729,N
21,850551.SI,300828.SZ,20200428,20211210,N
22,850551.SI,300986.SZ,20210512,20220727,N
23,850551.SI,600219.SH,20140221,,Y
24,850551.SI,600361.SH,20230706,,Y
25,850551.SI,600595.SH,20140221,20210930,N
26,850551.SI,600595.SH,20211012,,Y
27,850551.SI,600615.SH,20160701,20170630,N
28,850551.SI,600615.SH,20220801,,Y
29,850551.SI,600673.SH,20140221,20190705,N
30,850551.SI,600673.SH,20220801,20230705,N
31,850551.SI,600768.SH,20140221,,Y
32,850551.SI,600888.SH,20140221,,Y
33,850551.SI,601388.SH,20140221,,Y
34,850551.SI,601600.SH,20140221,,Y
35,850551.SI,601677.SH,20140221,,Y
36,850551.SI,601702.SH,20200914,,Y
37,850551.SI,603115.SH,20190816,,Y
38,850551.SI,603876.SH,20180425,,Y
39,850551.SI,603937.SH,20211213,,Y
40,850551.SI,605208.SH,20210315,,Y
0,850552.SI,000630.SZ,20140221,,Y
1,850552.SI,000633.SZ,20150701,20151027,N
2,850552.SI,000633.SZ,20160219,20160630,N
3,850552.SI,000737.SZ,20220801,,Y
4,850552.SI,000813.SZ,20150701,20180904,N
5,850552.SI,000878.SZ,20140221,,Y
6,850552.SI,002171.SZ,20140221,,Y
7,850552.SI,002203.SZ,20140221,,Y
8,850552.SI,002295.SZ,20140221,,Y
9,850552.SI,300697.SZ,20170914,,Y
10,850552.SI,301150.SZ,20220428,20220729,N
11,850552.SI,301217.SZ,20220210,20230705,N
12,850552.SI,301500.SZ,20230928,,Y
13,850552.SI,600110.SH,20211213,20220729,N
14,850552.SI,600139.SH,20140221,20170630,N
15,850552.SI,600255.SH,20140221,20211210,N
16,850552.SI,600362.SH,20140221,,Y
17,850552.SI,600490.SH,20140221,,Y
18,850552.SI,600711.SH,20140221,20190705,N
19,850552.SI,601137.SH,20140221,20211210,N
20,850552.SI,601168.SH,20140221,20170630,N
21,850552.SI,601168.SH,20211213,,Y
22,850552.SI,601212.SH,20170222,20211210,N
23,850552.SI,601212.SH,20230706,,Y
24,850552.SI,601609.SH,20200429,,Y
25,850552.SI,601899.SH,20211213,,Y
26,850552.SI,603003.SH,20190708,20211210,N
27,850552.SI,603527.SH,20170914,,Y
28,850552.SI,603979.SH,20231018,,Y
0,850553.SI,000060.SZ,20140221,,Y
1,850553.SI,000426.SZ,20140221,,Y
2,850553.SI,000603.SZ,20140221,,Y
3,850553.SI,000688.SZ,20140221,,Y
4,850553.SI,000751.SZ,20140807,,Y
5,850553.SI,000758.SZ,20140221,,Y
6,850553.SI,000975.SZ,20140702,20190705,N
7,850553.SI,002114.SZ,20140221,,Y
8,850553.SI,002716.SZ,20140221,20160630,N
9,850553.SI,600331.SH,20140221,20220729,N
10,850553.SI,600338.SH,20140221,,Y
11,850553.SI,600497.SH,20140221,,Y
12,850553.SI,600531.SH,20140221,,Y
13,850553.SI,600961.SH,20140221,,Y
14,850553.SI,601020.SH,20160325,20211210,N
15,850553.SI,601020.SH,20220801,,Y
16,850553.SI,601168.SH,20170703,20211210,N
17,850553.SI,603132.SH,20220301,,Y
0,850531.SI,000506.SZ,20150701,20160630,N
1,850531.SI,000506.SZ,20220801,,Y
2,850531.SI,000975.SZ,20190708,,Y
3,850531.SI,001337.SZ,20230310,,Y
4,850531.SI,002155.SZ,20140221,,Y
5,850531.SI,002237.SZ,20140221,,Y
6,850531.SI,300139.SZ,20220801,,Y
7,850531.SI,600146.SH,20140221,20160630,N
8,850531.SI,600311.SH,20140221,20230324,N
9,850531.SI,600385.SH,20160701,20211210,N
10,850531.SI,600489.SH,20140221,,Y
11,850531.SI,600547.SH,20140221,,Y
12,850531.SI,600687.SH,20140221,20210106,N
13,850531.SI,600766.SH,20140221,20220729,N
14,850531.SI,600807.SH,20220801,,Y
15,850531.SI,600988.SH,20140221,,Y
16,850531.SI,601020.SH,20211213,20220729,N
17,850531.SI,601069.SH,20150129,,Y
18,850531.SI,601899.SH,20140221,20211210,N
0,850541.SI,000008.SZ,20161010,20170630,N
1,850541.SI,000831.SZ,20140221,20211210,N
2,850541.SI,600111.SH,20140221,20211210,N
3,850541.SI,600259.SH,20140221,20211210,N
4,850541.SI,600392.SH,20140221,20211210,N
0,850542.SI,000657.SZ,20140221,20211210,N
1,850542.SI,002378.SZ,20140221,20211210,N
2,850542.SI,002842.SZ,20170126,20211210,N
3,850542.SI,600549.SH,20140221,20211210,N
0,850544.SI,000007.SZ,20140221,20140701,N
1,850544.SI,000693.SZ,20140221,20180712,N
2,850544.SI,000697.SZ,20140221,20190705,N
3,850544.SI,000960.SZ,20140221,,Y
4,850544.SI,000962.SZ,20211213,,Y
5,850544.SI,000975.SZ,20140221,20140701,N
6,850544.SI,002149.SZ,20190708,,Y
7,850544.SI,002167.SZ,20140221,,Y
8,850544.SI,002182.SZ,20211213,,Y
9,850544.SI,002428.SZ,20140221,,Y
10,850544.SI,002502.SZ,20230706,,Y
11,850544.SI,002716.SZ,20160701,20201228,N
12,850544.SI,002716.SZ,20201230,20211210,N
13,850544.SI,002738.SZ,20211213,,Y
14,850544.SI,002978.SZ,20211213,,Y
15,850544.SI,300328.SZ,20211213,20220729,N
16,850544.SI,300618.SZ,20170313,20211210,N
17,850544.SI,301026.SZ,20210723,,Y
18,850544.SI,600281.SH,20211213,,Y
19,850544.SI,600432.SH,20140221,20170519,N
20,850544.SI,600456.SH,20140221,,Y
21,850544.SI,600459.SH,20140221,,Y
22,850544.SI,600615.SH,20211213,20220729,N
23,850544.SI,600711.SH,20190708,20211210,N
24,850544.SI,601958.SH,20140221,20211210,N
25,850544.SI,603399.SH,20140221,20211210,N
26,850544.SI,603663.SH,20160808,20211210,N
27,850544.SI,603799.SH,20150205,20211210,N
28,850544.SI,603993.SH,20140221,20211210,N
29,850544.SI,605376.SH,20201215,20230705,N
0,850543.SI,002070.SZ,20170703,20180510,N
1,850543.SI,002240.SZ,20210924,20211210,N
2,850543.SI,002460.SZ,20140221,20211210,N
3,850543.SI,002466.SZ,20140221,20211210,N
4,850543.SI,002738.SZ,20200805,20211210,N
0,850812.SI,002079.SZ,20070704,,Y
1,850812.SI,002449.SZ,20100726,20110930,N
2,850812.SI,002504.SZ,20101126,20150630,N
3,850812.SI,002587.SZ,20110617,20110930,N
4,850812.SI,300046.SZ,20111010,,Y
5,850812.SI,300102.SZ,20100820,20110930,N
6,850812.SI,300162.SZ,20110121,20110930,N
7,850812.SI,300219.SZ,20110524,20110930,N
8,850812.SI,300232.SZ,20110629,20110930,N
9,850812.SI,300241.SZ,20110719,20110930,N
10,850812.SI,300373.SZ,20140207,,Y
11,850812.SI,300623.SZ,20170406,20170406,N
12,850812.SI,300623.SZ,20170413,,Y
13,850812.SI,300831.SZ,20200521,,Y
14,850812.SI,600360.SH,20070704,,Y
15,850812.SI,600363.SH,20070704,20110930,N
16,850812.SI,600460.SH,20211213,,Y
17,850812.SI,600584.SH,20070704,20110930,N
18,850812.SI,600703.SH,20100602,20110930,N
19,850812.SI,600745.SH,20220801,,Y
20,850812.SI,603290.SH,20211213,,Y
21,850812.SI,605111.SH,20201013,,Y
22,850812.SI,688048.SH,20230925,,Y
23,850812.SI,688167.SH,20230925,,Y
24,850812.SI,688172.SH,20230925,,Y
25,850812.SI,688230.SH,20230925,,Y
