,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
2501,600118.SH,20240221,24.5,25.14,24.31,24.61,24.66,-0.05,-0.2028,117135.02,290361.86
2502,002727.SZ,20240221,18.65,19.58,18.51,19.04,18.84,0.2,1.0616,111793.11,213773.276
2503,605500.SH,20240221,6.1,6.37,6.1,6.24,6.23,0.01,0.1605,43083.62,26959.41
2504,002161.SZ,20240221,4.02,4.46,3.98,4.46,4.05,0.41,10.1235,322722.02,139604.439
2505,601137.SH,20240221,13.79,14.38,13.66,14.06,13.89,0.17,1.2239,126763.03,179370.745
2506,000783.SZ,20240221,5.2,5.36,5.15,5.24,5.24,0.0,0.0,743927.73,392110.524
2507,001207.SZ,20240221,12.4,13.17,12.4,12.65,12.56,0.09,0.7166,30678.28,39172.939
2508,603326.SH,20240221,6.33,7.01,6.3,6.73,6.37,0.36,5.6515,170732.52,115468.464
2509,600479.SH,20240221,9.96,10.2,9.88,9.98,10.05,-0.07,-0.6965,87899.76,88490.535
2510,601186.SH,20240221,8.46,8.95,8.41,8.73,8.47,0.26,3.0697,1736867.27,1516127.12
2511,000839.SZ,20240221,1.99,2.03,1.96,2.0,2.0,0.0,0.0,178283.5,35767.186
2512,300130.SZ,20240221,21.55,22.25,21.42,21.75,21.78,-0.03,-0.1377,158376.62,346451.778
2513,000900.SZ,20240221,3.71,3.79,3.67,3.73,3.72,0.01,0.2688,128025.64,47915.116
2514,605287.SH,20240221,12.21,12.99,12.1,12.58,12.28,0.3,2.443,24582.4,31189.722
2515,837242.BJ,20240221,16.55,17.98,16.36,17.6,16.67,0.93,5.5789,16402.21,28403.056
2516,600123.SH,20240221,11.2,11.48,11.19,11.29,11.32,-0.03,-0.265,359311.38,408714.824
2517,870508.BJ,20240221,9.25,9.57,9.15,9.28,9.26,0.02,0.216,9469.66,8883.469
2518,300069.SZ,20240221,8.93,9.69,8.83,9.3,8.93,0.37,4.1433,26564.0,24829.687
2519,605018.SH,20240221,7.56,8.1,7.56,7.81,7.62,0.19,2.4934,42530.51,33550.376
2520,603002.SH,20240221,4.5,4.74,4.45,4.6,4.67,-0.07,-1.4989,258541.5,119074.188
2521,002866.SZ,20240221,13.2,14.25,13.16,13.67,13.42,0.25,1.8629,86017.0,118574.801
2522,688450.SH,20240221,23.39,25.23,23.22,24.02,23.58,0.44,1.866,7591.97,18379.141
2523,002657.SZ,20240221,12.56,14.4,12.56,14.4,13.09,1.31,10.0076,263109.96,348404.911
2524,002372.SZ,20240221,14.83,15.31,14.68,15.0,14.9,0.1,0.6711,137938.46,207257.679
2525,832662.BJ,20240221,12.56,13.47,12.5,12.83,12.9,-0.07,-0.5426,14662.42,19096.585
2526,000525.SZ,20240221,7.15,7.36,7.07,7.07,7.13,-0.06,-0.8415,66513.01,48043.36
2527,688393.SH,20240221,16.17,17.34,15.9,16.73,16.18,0.55,3.3993,16723.39,27804.04
2528,600519.SH,20240221,1666.02,1731.0,1662.0,1717.66,1670.0,47.66,2.8539,46154.07,7868784.082
2529,000597.SZ,20240221,4.5,4.68,4.46,4.56,4.55,0.01,0.2198,156489.71,71985.282
2530,601162.SH,20240221,3.0,3.11,2.99,3.04,3.02,0.02,0.6623,2135853.82,652641.566
2531,600408.SH,20240221,1.77,1.86,1.72,1.81,1.78,0.03,1.6854,287883.01,51978.616
2532,300054.SZ,20240221,19.51,20.35,19.42,19.78,19.72,0.06,0.3043,77862.51,155105.472
2533,002880.SZ,20240221,28.01,28.83,27.81,28.09,28.37,-0.28,-0.987,12547.5,35510.578
2534,002110.SZ,20240221,3.71,3.81,3.7,3.74,3.72,0.02,0.5376,138441.89,52106.78
2535,688302.SH,20240221,35.56,36.95,34.88,36.13,36.0,0.13,0.3611,8785.16,31826.839
2536,600888.SH,20240221,7.13,7.34,7.1,7.18,7.14,0.04,0.5602,173001.69,125014.798
2537,002966.SZ,20240221,7.28,7.61,7.27,7.36,7.33,0.03,0.4093,593913.93,441447.932
2538,688099.SH,20240221,52.5,53.44,51.49,51.75,52.53,-0.78,-1.4849,47281.32,247295.296
2539,002996.SZ,20240221,7.58,7.96,7.45,7.66,7.63,0.03,0.3932,70846.5,55166.89
2540,831641.BJ,20240221,8.54,8.85,8.37,8.5,8.42,0.08,0.9501,23075.95,19813.196
2541,000607.SZ,20240221,3.41,3.67,3.39,3.54,3.46,0.08,2.3121,213566.52,76015.999
2542,600318.SH,20240221,6.97,7.54,6.88,7.28,7.11,0.17,2.391,1121284.98,814936.836
2543,002681.SZ,20240221,4.28,4.38,4.22,4.34,4.33,0.01,0.2309,285886.03,123260.533
2544,688589.SH,20240221,28.82,30.29,28.31,29.21,29.17,0.04,0.1371,26687.76,78611.739
2545,002213.SZ,20240221,9.1,9.31,8.88,9.13,9.02,0.11,1.2195,71098.35,65061.829
2546,001376.SZ,20240221,15.86,17.45,15.8,16.67,16.3,0.37,2.2699,156103.56,259989.141
2547,601375.SH,20240221,3.63,3.78,3.61,3.68,3.65,0.03,0.8219,663455.74,245930.549
2548,603557.SH,20240221,1.45,1.52,1.44,1.47,1.45,0.02,1.3793,119497.15,17716.55
2549,688981.SH,20240221,44.26,45.8,44.15,44.99,44.45,0.54,1.2148,249731.79,1125352.27
2550,688717.SH,20240221,75.3,82.88,74.01,79.88,75.45,4.43,5.8714,33157.41,263688.785
2551,002363.SZ,20240221,5.68,6.01,5.58,5.82,5.7,0.12,2.1053,133252.0,78582.76
2552,836239.BJ,20240221,12.29,13.78,12.21,12.93,12.46,0.47,3.7721,16752.55,21875.645
2553,603181.SH,20240221,9.37,9.74,9.35,9.46,9.47,-0.01,-0.1056,24586.22,23506.27
2554,000528.SZ,20240221,7.72,7.82,7.64,7.67,7.78,-0.11,-1.4139,216781.39,167476.635
2555,000516.SZ,20240221,6.28,6.53,6.21,6.33,6.3,0.03,0.4762,326539.61,208244.969
2556,601118.SH,20240221,4.3,4.41,4.29,4.35,4.32,0.03,0.6944,290392.35,126806.114
2557,688316.SH,20240221,32.5,34.9,31.8,33.3,32.86,0.44,1.339,22646.36,76156.091
2558,600651.SH,20240221,2.87,3.0,2.87,2.93,2.92,0.01,0.3425,146675.47,43224.989
2559,830809.BJ,20240221,4.78,5.1,4.7,4.9,4.78,0.12,2.5105,36442.04,17921.814
2560,603605.SH,20240221,93.71,95.65,92.3,93.62,93.82,-0.2,-0.2132,29548.32,278623.208
2561,603897.SH,20240221,15.19,15.9,15.14,15.49,15.25,0.24,1.5738,52882.56,82485.19
2562,002613.SZ,20240221,3.42,3.58,3.36,3.48,3.42,0.06,1.7544,224064.9,78560.843
2563,600168.SH,20240221,5.54,5.68,5.49,5.57,5.56,0.01,0.1799,74396.16,41732.27
2564,603839.SH,20240221,4.81,5.18,4.78,5.03,4.83,0.2,4.1408,52716.6,26467.257
2565,600461.SH,20240221,9.45,9.71,9.33,9.53,9.48,0.05,0.5274,147188.47,140629.685
2566,838227.BJ,20240221,24.29,30.87,23.6,26.66,24.7,1.96,7.9352,25349.91,69083.061
2567,688531.SH,20240221,68.6,73.29,67.16,71.3,69.0,2.3,3.3333,9336.68,66496.146
2568,600641.SH,20240221,12.02,12.59,11.91,12.19,12.1,0.09,0.7438,153624.92,189205.382
2569,603321.SH,20240221,5.51,5.9,5.5,5.72,5.59,0.13,2.3256,69931.71,40100.692
2570,002424.SZ,20240221,8.04,8.04,7.7,7.82,8.07,-0.25,-3.0979,656771.24,513554.866
2571,688067.SH,20240221,14.13,15.24,13.87,14.61,14.13,0.48,3.397,16104.65,23610.336
2572,600000.SH,20240221,7.11,7.32,7.09,7.24,7.1,0.14,1.9718,588095.54,426038.72
2573,000518.SZ,20240221,2.13,2.26,2.11,2.19,2.16,0.03,1.3889,346490.13,76098.318
2574,688335.SH,20240221,9.11,9.55,8.92,9.37,9.04,0.33,3.6504,10008.5,9360.801
2575,002875.SZ,20240221,9.5,10.46,9.5,10.05,9.64,0.41,4.2531,65716.18,65966.001
2576,002382.SZ,20240221,5.15,5.37,5.1,5.23,5.19,0.04,0.7707,85441.19,44920.567
2577,605399.SH,20240221,10.7,11.26,10.62,10.96,10.83,0.13,1.2004,102047.93,112402.622
2578,688217.SH,20240221,25.2,26.35,24.96,25.7,25.21,0.49,1.9437,5583.63,14383.751
2579,000651.SZ,20240221,37.9,38.35,37.61,37.87,37.96,-0.09,-0.2371,476225.51,1811420.029
2580,600265.SH,20240221,15.81,16.53,15.6,16.25,15.8,0.45,2.8481,5055.0,8128.103
2581,603388.SH,20240221,4.68,5.25,4.65,5.25,4.77,0.48,10.0629,380869.8,194863.013
2582,603803.SH,20240221,5.25,5.75,5.16,5.46,5.28,0.18,3.4091,156311.19,86246.861
2583,002275.SZ,20240221,13.85,14.05,13.7,13.81,13.88,-0.07,-0.5043,37900.36,52575.106
2584,688580.SH,20240221,48.62,51.5,48.62,50.01,49.28,0.73,1.4813,6018.3,30354.865
2585,002568.SZ,20240221,21.41,23.14,21.16,22.56,21.57,0.99,4.5897,130962.4,295093.8
2586,688125.SH,20240221,29.5,30.66,29.37,29.89,29.62,0.27,0.9115,4610.68,13953.176
2587,002177.SZ,20240221,3.23,3.53,3.2,3.34,3.28,0.06,1.8293,409426.0,138407.55
2588,000070.SZ,20240221,7.15,7.7,7.1,7.39,7.38,0.01,0.1355,1227829.42,912380.953
2589,002342.SZ,20240221,3.21,3.37,3.18,3.28,3.24,0.04,1.2346,163399.79,54026.909
2590,600981.SH,20240221,2.29,2.41,2.26,2.36,2.29,0.07,3.0568,278717.36,65749.237
2591,603985.SH,20240221,16.38,17.41,16.12,16.71,16.55,0.16,0.9668,248513.27,419154.962
2592,001209.SZ,20240221,12.27,13.21,12.11,12.7,12.35,0.35,2.834,52574.5,67313.236
2593,000533.SZ,20240221,3.14,3.37,3.11,3.28,3.16,0.12,3.7975,298276.43,98066.254
2594,002791.SZ,20240221,35.66,38.8,35.13,37.6,35.98,1.62,4.5025,46986.4,174815.99
2595,600825.SH,20240221,4.2,4.43,4.13,4.31,4.28,0.03,0.7009,684234.62,295266.28
2596,600070.SH,20240221,1.75,1.8,1.72,1.8,1.71,0.09,5.2632,25792.93,4607.653
2597,688153.SH,20240221,57.75,58.8,56.22,56.93,58.35,-1.42,-2.4336,11819.13,68026.664
2598,688093.SH,20240221,13.51,14.25,13.51,13.61,13.83,-0.22,-1.5907,15273.68,21240.596
2599,871553.BJ,20240221,4.4,4.55,4.3,4.39,4.4,-0.01,-0.2273,13133.56,5869.175
2600,002984.SZ,20240221,30.42,31.76,30.22,30.84,30.53,0.31,1.0154,92365.02,288055.207
2601,688199.SH,20240221,17.12,18.37,16.98,17.37,17.22,0.15,0.8711,20858.22,36726.632
2602,002157.SZ,20240221,2.4,2.45,2.39,2.41,2.42,-0.01,-0.4132,310327.53,75281.164
2603,300022.SZ,20240221,3.58,3.82,3.55,3.69,3.63,0.06,1.6529,148423.51,55144.799
2604,603006.SH,20240221,8.22,8.81,8.07,8.56,8.26,0.3,3.632,52780.3,45151.774
2605,002436.SZ,20240221,11.18,11.7,11.06,11.26,11.27,-0.01,-0.0887,338849.6,386033.73
2606,002736.SZ,20240221,8.25,8.54,8.18,8.38,8.31,0.07,0.8424,363066.5,304948.482
2607,600348.SH,20240221,10.55,10.84,10.33,10.35,10.62,-0.27,-2.5424,887668.61,932895.312
2608,601388.SH,20240221,2.07,2.18,2.06,2.13,2.09,0.04,1.9139,242894.54,51925.876
2609,002193.SZ,20240221,3.62,3.99,3.61,3.88,3.68,0.2,5.4348,178007.5,68593.76
2610,833266.BJ,20240221,9.4,9.89,9.21,9.45,9.7,-0.25,-2.5773,50502.37,48075.144
2611,603110.SH,20240221,16.5,17.43,16.2,16.87,16.48,0.39,2.3665,51758.24,88230.328
2612,603339.SH,20240221,9.33,9.79,9.32,9.52,9.45,0.07,0.7407,47149.86,45273.437
2613,000852.SZ,20240221,5.79,6.36,5.76,5.99,5.86,0.13,2.2184,181585.39,109907.955
2614,600880.SH,20240221,4.49,4.64,4.43,4.61,4.59,0.02,0.4357,317507.09,144540.595
2615,603180.SH,20240221,20.69,22.05,20.54,21.3,20.75,0.55,2.6506,20273.6,43441.999
2616,001358.SZ,20240221,28.94,30.78,28.68,29.72,29.3,0.42,1.4334,30596.41,91616.304
2617,300053.SZ,20240221,9.31,10.69,9.24,9.99,9.57,0.42,4.3887,560495.37,549575.239
2618,688055.SH,20240221,3.47,3.69,3.42,3.58,3.5,0.08,2.2857,95711.18,34255.743
2619,600517.SH,20240221,4.67,4.81,4.62,4.67,4.69,-0.02,-0.4264,194513.76,91928.273
2620,688268.SH,20240221,46.84,48.24,46.16,47.18,47.04,0.14,0.2976,12964.55,61500.55
2621,002331.SZ,20240221,5.4,5.76,5.31,5.59,5.39,0.2,3.7106,164844.16,92375.923
2622,605116.SH,20240221,22.03,22.5,21.66,21.93,22.7,-0.77,-3.3921,30211.5,66467.513
2623,000416.SZ,20240221,1.39,1.48,1.39,1.4,1.46,-0.06,-4.1096,457054.2,64527.628
2624,600566.SH,20240221,35.18,35.68,34.82,35.0,35.55,-0.55,-1.5471,69042.75,243468.71
2625,603080.SH,20240221,12.5,13.15,12.41,12.81,12.61,0.2,1.586,40889.91,52743.205
2626,600668.SH,20240221,9.12,9.41,9.08,9.22,9.17,0.05,0.5453,34874.44,32331.94
2627,002993.SZ,20240221,30.0,31.2,29.62,30.2,30.2,0.0,0.0,22260.91,67999.478
2628,838030.BJ,20240221,3.36,3.64,3.29,3.45,3.35,0.1,2.9851,124876.98,43752.077
2629,002544.SZ,20240221,14.22,14.99,14.08,14.34,14.39,-0.05,-0.3475,94538.79,137942.528
2630,000789.SZ,20240221,6.41,6.76,6.35,6.56,6.46,0.1,1.548,89468.33,59126.813
2631,600667.SH,20240221,5.7,5.98,5.69,5.82,5.78,0.04,0.692,539226.16,316355.362
2632,000778.SZ,20240221,3.93,4.0,3.9,3.94,3.95,-0.01,-0.2532,565595.14,224229.311
2633,002437.SZ,20240221,2.0,2.08,1.98,2.04,2.02,0.02,0.9901,694379.0,141827.444
2634,002187.SZ,20240221,4.77,5.04,4.75,4.91,4.82,0.09,1.8672,79375.91,39089.334
2635,600476.SH,20240221,12.97,13.82,12.81,13.32,13.17,0.15,1.139,83980.6,112746.837
2636,605566.SH,20240221,15.22,16.28,15.11,15.66,15.22,0.44,2.8909,11664.94,18442.241
2637,000593.SZ,20240221,4.68,5.03,4.6,4.88,4.69,0.19,4.0512,117724.4,57369.995
2638,430198.BJ,20240221,10.3,10.96,10.1,10.11,10.55,-0.44,-4.1706,117541.16,123556.598
2639,688076.SH,20240221,47.37,48.12,46.55,47.2,48.4,-1.2,-2.4793,38954.82,184413.818
2640,001286.SZ,20240221,8.5,8.62,8.43,8.49,8.51,-0.02,-0.235,202626.06,173110.302
2641,002908.SZ,20240221,9.1,9.56,9.03,9.24,9.26,-0.02,-0.216,111860.93,104467.406
2642,603660.SH,20240221,5.8,6.19,5.62,5.91,5.93,-0.02,-0.3373,1185441.52,706177.445
2643,688657.SH,20240221,62.51,66.56,62.38,65.67,63.11,2.56,4.0564,5198.12,33624.112
2644,603106.SH,20240221,4.63,5.12,4.51,4.79,4.71,0.08,1.6985,460770.53,222742.535
2645,002457.SZ,20240221,7.71,8.28,7.59,7.85,7.89,-0.04,-0.507,383966.38,301219.714
2646,002119.SZ,20240221,9.71,10.1,9.68,9.86,9.83,0.03,0.3052,126049.66,125051.547
2647,600755.SH,20240221,7.44,7.58,7.42,7.5,7.47,0.03,0.4016,289892.3,218087.618
2648,300123.SZ,20240221,5.09,5.37,5.06,5.22,5.15,0.07,1.3592,360378.99,189242.104
2649,000524.SZ,20240221,7.07,7.38,6.97,7.15,7.09,0.06,0.8463,77588.44,56062.23
2650,601727.SH,20240221,4.04,4.15,4.02,4.11,4.06,0.05,1.2315,494159.79,203085.332
2651,688391.SH,20240221,34.02,37.21,33.81,35.2,34.58,0.62,1.7929,9378.65,33561.47
2652,688305.SH,20240221,66.0,69.58,65.5,67.0,66.45,0.55,0.8277,12323.08,83136.679
2653,688295.SH,20240221,26.34,27.59,26.34,26.82,26.73,0.09,0.3367,18045.81,48916.275
2654,688031.SH,20240221,42.5,45.39,42.13,43.72,43.01,0.71,1.6508,30856.82,136131.681
2655,688286.SH,20240221,37.5,38.67,36.66,36.93,37.99,-1.06,-2.7902,18997.14,71395.932
2656,600966.SH,20240221,5.46,5.82,5.38,5.67,5.51,0.16,2.9038,133790.02,75824.122
2657,300063.SZ,20240221,4.56,4.93,4.5,4.73,4.92,-0.19,-3.8618,1233568.45,587086.123
2658,688237.SH,20240221,21.18,22.88,21.18,22.7,21.59,1.11,5.1413,12936.35,28918.763
2659,002341.SZ,20240221,2.6,2.74,2.57,2.65,2.61,0.04,1.5326,199618.0,53513.069
2660,002893.SZ,20240221,8.12,8.5,8.01,8.37,8.12,0.25,3.0788,110676.55,92569.947
2661,601881.SH,20240221,11.7,12.27,11.57,11.82,11.96,-0.14,-1.1706,1408523.82,1677235.257
2662,300070.SZ,20240221,4.96,5.08,4.92,5.0,4.97,0.03,0.6036,397310.84,199197.233
2663,000971.SZ,20240221,1.71,1.71,1.62,1.68,1.7,-0.02,-1.1765,71341.22,11949.018
2664,600638.SH,20240221,4.11,4.27,4.04,4.15,4.13,0.02,0.4843,166957.37,69865.663
2665,601618.SH,20240221,3.23,3.35,3.21,3.29,3.25,0.04,1.2308,1494369.15,492866.205
2666,688018.SH,20240221,89.3,91.67,87.5,89.4,90.3,-0.9,-0.9967,13684.22,122998.616
2667,601298.SH,20240221,7.48,7.59,7.35,7.38,7.48,-0.1,-1.3369,204717.0,152867.246
2668,603037.SH,20240221,14.29,15.35,14.15,14.84,14.49,0.35,2.4155,63461.5,95050.538
2669,002649.SZ,20240221,9.61,10.18,9.51,9.82,9.86,-0.04,-0.4057,311651.49,306985.976
2670,000863.SZ,20240221,3.05,3.27,2.98,3.15,3.03,0.12,3.9604,331155.46,104537.327
2671,002052.SZ,20240221,1.92,2.01,1.89,1.94,1.92,0.02,1.0417,203965.01,39666.779
2672,600765.SH,20240221,14.9,15.57,14.78,15.19,15.0,0.19,1.2667,300827.3,459286.007
2673,603976.SH,20240221,13.34,14.19,13.25,13.88,13.48,0.4,2.9674,13916.06,19231.252
2674,430139.BJ,20240221,14.1,14.5,13.52,13.84,14.01,-0.17,-1.2134,66939.5,94268.125
2675,002638.SZ,20240221,1.85,2.06,1.85,2.06,1.87,0.19,10.1604,691346.75,137221.327
2676,603577.SH,20240221,6.31,6.73,6.18,6.5,6.34,0.16,2.5237,90232.0,59062.497
2677,603111.SH,20240221,4.74,5.27,4.68,5.27,4.79,0.48,10.0209,90860.05,46465.294
2678,002375.SZ,20240221,3.7,3.87,3.69,3.79,3.75,0.04,1.0667,106233.0,40430.737
2679,000811.SZ,20240221,10.98,11.4,10.85,11.04,11.05,-0.01,-0.0905,158148.9,176556.447
2680,001387.SZ,20240221,19.3,21.59,19.07,20.0,19.63,0.37,1.8849,126887.76,257091.513
2681,688100.SH,20240221,29.05,30.09,29.01,29.31,29.48,-0.17,-0.5767,26777.95,79071.487
2682,600854.SH,20240221,3.78,3.95,3.73,3.82,3.81,0.01,0.2625,140431.06,54377.731
2683,600280.SH,20240221,2.75,2.94,2.72,2.84,2.79,0.05,1.7921,265825.0,75760.244
2684,002328.SZ,20240221,4.81,4.99,4.75,4.88,4.85,0.03,0.6186,112362.34,55066.342
2685,834682.BJ,20240221,6.95,7.16,6.86,7.03,6.99,0.04,0.5722,21461.91,15095.74
2686,002466.SZ,20240221,44.95,48.58,44.76,47.16,45.59,1.57,3.4437,472232.4,2221157.278
2687,600763.SH,20240221,61.3,65.28,61.0,63.88,62.01,1.87,3.0156,57756.89,368223.595
2688,600037.SH,20240221,6.85,7.08,6.82,6.89,6.9,-0.01,-0.1449,153912.64,106920.141
2689,835368.BJ,20240221,30.33,31.69,29.53,30.94,30.63,0.31,1.0121,8038.91,24845.928
2690,688478.SH,20240221,32.0,34.56,31.84,32.8,32.81,-0.01,-0.0305,17982.57,59897.654
2691,300117.SZ,20240221,1.33,1.62,1.32,1.62,1.35,0.27,20.0,634917.54,96175.207
2692,600602.SH,20240221,9.93,10.36,9.82,9.95,10.09,-0.14,-1.3875,336070.62,337643.335
2693,831167.BJ,20240221,14.69,14.92,14.3,14.3,14.71,-0.41,-2.7872,12157.18,17796.128
2694,688182.SH,20240221,12.78,13.05,12.44,12.58,13.09,-0.51,-3.8961,111735.3,141955.144
2695,002386.SZ,20240221,4.17,4.33,4.14,4.22,4.19,0.03,0.716,131832.02,55961.849
2696,002138.SZ,20240221,25.5,26.15,25.38,25.58,25.6,-0.02,-0.0781,126072.74,324526.661
2697,870299.BJ,20240221,7.02,7.41,6.91,7.1,7.17,-0.07,-0.9763,34843.52,25022.074
2698,603323.SH,20240221,4.41,4.63,4.36,4.52,4.42,0.1,2.2624,477324.27,216380.942
2699,600007.SH,20240221,18.89,19.4,18.78,19.05,18.98,0.07,0.3688,27606.0,52631.93
2700,601880.SH,20240221,1.46,1.49,1.45,1.47,1.46,0.01,0.6849,880564.12,129556.874
2701,600794.SH,20240221,3.45,3.6,3.42,3.48,3.45,0.03,0.8696,248787.0,87387.375
2702,600305.SH,20240221,8.3,8.64,8.28,8.46,8.36,0.1,1.1962,96233.83,81929.339
2703,872351.BJ,20240221,7.1,7.56,6.96,7.17,7.16,0.01,0.1397,35203.35,25542.208
2704,603788.SH,20240221,10.7,11.47,10.58,11.0,10.74,0.26,2.4209,57131.2,63848.246
2705,002394.SZ,20240221,6.59,6.88,6.52,6.7,6.61,0.09,1.3616,86790.75,58470.788
2706,002365.SZ,20240221,6.52,6.92,6.42,6.73,6.54,0.19,2.9052,65355.5,44105.2
2707,000030.SZ,20240221,4.56,4.84,4.47,4.7,4.57,0.13,2.8446,147385.87,69237.649
2708,300097.SZ,20240221,6.37,6.88,6.24,6.54,6.5,0.04,0.6154,302999.55,199744.779
2709,605003.SH,20240221,14.9,15.58,14.81,15.26,15.05,0.21,1.3953,14420.12,21994.743
2710,300208.SZ,20240221,3.5,4.33,3.45,3.93,3.65,0.28,7.6712,580005.71,223436.16
2711,605507.SH,20240221,15.48,15.92,15.35,15.55,15.58,-0.03,-0.1926,30740.0,48248.795
2712,688602.SH,20240221,7.91,8.38,7.84,8.09,8.03,0.06,0.7472,58478.04,47618.422
2713,688326.SH,20240221,72.1,76.59,70.51,74.58,71.5,3.08,4.3077,11250.32,83986.65
2714,002054.SZ,20240221,4.91,5.12,4.85,5.04,4.91,0.13,2.6477,52372.96,26338.366
2715,000543.SZ,20240221,7.33,7.35,7.12,7.18,7.35,-0.17,-2.3129,410425.7,297075.392
2716,688011.SH,20240221,14.09,15.2,13.92,14.61,14.3,0.31,2.1678,9545.94,14125.63
2717,300134.SZ,20240221,7.53,7.93,7.45,7.69,7.73,-0.04,-0.5175,204039.89,158466.138
2718,000820.SZ,20240221,3.12,3.44,3.09,3.44,3.13,0.31,9.9042,432306.56,146173.117
2719,002438.SZ,20240221,9.53,10.06,9.46,9.85,9.64,0.21,2.1784,74084.94,73287.327
2720,002597.SZ,20240221,18.28,18.84,18.08,18.35,18.34,0.01,0.0545,42021.57,77775.417
2721,688119.SH,20240221,3.98,4.2,3.94,4.08,4.0,0.08,2.0,86742.78,35648.894
2722,000501.SZ,20240221,7.36,7.63,7.35,7.49,7.39,0.1,1.3532,71811.27,53981.539
2723,003015.SZ,20240221,8.28,9.25,8.18,8.72,8.41,0.31,3.6861,377235.12,334089.76
2724,600696.SH,20240221,11.51,12.9,11.46,12.9,11.73,1.17,9.9744,91222.94,112988.547
2725,688053.SH,20240221,36.88,38.33,36.18,37.33,37.9,-0.57,-1.504,9939.44,36781.96
2726,300659.SZ,20240221,14.8,15.98,14.56,15.19,14.93,0.26,1.7415,69737.84,107357.552
2727,300819.SZ,20240221,10.32,11.1,10.25,10.72,10.46,0.26,2.4857,28373.5,30675.398
2728,300262.SZ,20240221,1.96,2.18,1.93,2.11,1.99,0.12,6.0302,365275.04,76190.805
2729,300530.SZ,20240221,13.98,16.52,13.7,16.52,13.77,2.75,19.971,67169.98,100630.58
2730,300752.SZ,20240221,10.95,11.65,10.95,11.23,11.17,0.06,0.5372,47646.02,54494.514
2731,300307.SZ,20240221,4.69,4.96,4.69,4.84,4.75,0.09,1.8947,146538.46,71352.15
2732,300689.SZ,20240221,11.7,12.61,11.51,12.13,11.76,0.37,3.1463,22855.69,27989.497
2733,300602.SZ,20240221,11.9,12.66,11.81,12.2,12.08,0.12,0.9934,128563.19,157625.524
2734,300738.SZ,20240221,8.41,8.76,8.38,8.45,8.56,-0.11,-1.285,335767.09,287989.203
2735,300713.SZ,20240221,10.8,12.44,10.6,11.63,10.8,0.83,7.6852,75480.99,87488.481
2736,300296.SZ,20240221,5.07,5.21,5.01,5.08,5.09,-0.01,-0.1965,280675.34,143710.943
2737,300498.SZ,20240221,19.58,19.74,19.48,19.64,19.68,-0.04,-0.2033,232068.4,455607.627
2738,301516.SZ,20240221,19.85,23.99,19.68,21.27,20.5,0.77,3.7561,270496.44,573842.244
2739,301332.SZ,20240221,9.34,9.86,9.2,9.7,9.33,0.37,3.9657,36667.94,35321.722
2740,300384.SZ,20240221,12.02,12.64,11.95,12.16,12.14,0.02,0.1647,42990.85,52939.21
2741,300403.SZ,20240221,6.8,7.13,6.73,6.87,6.89,-0.02,-0.2903,196766.52,137162.44
2742,301059.SZ,20240221,7.5,8.46,7.5,8.16,7.66,0.5,6.5274,41619.46,33729.808
2743,300394.SZ,20240221,125.0,125.37,120.03,123.0,128.65,-5.65,-4.3918,222525.56,2730384.567
2744,301510.SZ,20240221,28.99,31.54,28.44,29.91,29.8,0.11,0.3691,69341.37,208102.928
2745,300998.SZ,20240221,15.9,19.02,15.9,18.29,16.0,2.29,14.3125,34188.15,60485.596
2746,301013.SZ,20240221,9.1,10.02,9.01,9.6,9.28,0.32,3.4483,129687.24,124259.588
2747,301055.SZ,20240221,9.15,9.97,9.1,9.61,9.23,0.38,4.117,31140.26,29992.488
2748,300900.SZ,20240221,18.03,18.96,17.97,18.53,18.22,0.31,1.7014,27515.75,51132.386
2749,301069.SZ,20240221,14.4,15.27,14.15,14.67,14.4,0.27,1.875,45602.17,67484.942
2750,300670.SZ,20240221,4.09,4.52,4.06,4.32,4.12,0.2,4.8544,154601.71,67023.726
2751,301177.SZ,20240221,23.69,24.84,23.39,24.11,23.69,0.42,1.7729,14389.62,34911.768
2752,301200.SZ,20240221,32.4,33.39,32.3,32.5,32.96,-0.46,-1.3956,22906.26,75249.402
2753,300799.SZ,20240221,18.99,20.43,17.25,18.99,19.84,-0.85,-4.2843,103588.65,198419.364
2754,301001.SZ,20240221,17.16,18.61,16.92,17.95,17.37,0.58,3.3391,24632.25,44493.041
2755,300227.SZ,20240221,5.56,6.07,5.55,5.88,5.63,0.25,4.4405,254006.56,148782.772
2756,300564.SZ,20240221,8.4,9.03,8.23,8.69,8.37,0.32,3.8232,52366.93,46042.405
2757,301161.SZ,20240221,14.23,15.05,14.15,14.56,14.42,0.14,0.9709,13862.27,20416.009
2758,301288.SZ,20240221,12.15,13.05,11.85,12.72,12.14,0.58,4.7776,29063.22,36626.343
2759,300985.SZ,20240221,25.14,27.41,24.9,26.55,25.45,1.1,4.3222,35026.95,93500.63
2760,300663.SZ,20240221,10.03,10.8,9.96,10.29,10.18,0.11,1.0806,236839.09,246092.933
2761,301388.SZ,20240221,15.33,16.24,14.8,15.55,15.39,0.16,1.0396,28478.94,44651.423
2762,301369.SZ,20240221,37.37,39.79,37.01,38.29,37.92,0.37,0.9757,14452.35,55938.751
2763,300742.SZ,20240221,4.17,4.72,4.17,4.41,4.31,0.1,2.3202,172846.6,77566.955
